text,language,split
"Mientras tanto, un chatarrero cazarrecompensas, que conoce a Marty desde muy pequeño, averigua sobre la famosa recompensa ofrecida por Von Rhymer, por lo que decide aprovechar esta oportunidad.",spa,train
"Se compone de los colores amarillo y verde, dispuestos verticalmente en partes iguales, de manera que la parte amarilla corresponde al asta de la bandera. Las medidas normales de la bandera son: largo total 1.50 y ancho 1.05. Su color amarillo (oro) simboliza, nobleza, magnanimidad, riqueza, poder, constancia y sabiduría, el verde esperanza, fertilidad y amor por el agro.[9]​",spa,train
"En el norte, los Armados vivían en esta zona al igual que los Pozos y los Paucuras; los Pícaras y los Carrapas ocupaban vastas zonas del norte y también en los municipios de Neira, La Merced y Filadelfia, en el occidente, habitaron los Cartamas, los Ansermas subdivididas en muchas tribus, éstos vivían desde el suroeste de Antioquia hasta el norte del Valle del Cauca.",spa,train
"Es un destacado escalador, debido a sus características físicas, poca altura (1.68) y poco peso (52 kg) por lo que aguanta muy bien todo tipo de subidas. Dicho hecho se vio refrendado en su victoria en la etapa reina de la Vuelta a España 2013, con final en el mítico Angliru. Sin embargo estas características, hacen de la contrarreloj su debilidad, lo que le hace no poder luchar por ganar grandes vueltas.",spa,test
"Holly can contain caffeic acid, caffeoyl derivatives, caffeoylshikimic acid, chlorogenic acid, feruloylquinic acid, quercetin, quinic acid, kaempferol, tannins, rutin, caffeine, and theobromine.",eng,train
"Reynolds plays the guitar, piano, sitar, drums, violin, bass, keyboards, ethnic percussive instruments, solo djembe, harp, uses drum machines for special effects, and sings, although his performances are primarily instrumental rock music. As well as being the founding member of the band TR3, he is one of the musicians who performed at ""Miller's"", in Charlottesville, Virginia, befriending and encouraging the bartender, a young Dave Matthews, to form a band of his own, introducing him to local musicians, several of whom make up the Dave Matthews Band. While Reynolds declined the offer to join as an official member, he recorded and toured as a sideman with the Dave Matthews Band from its inception until late 1998, rejoining them as a permanent member in June 2008. He often tours with Dave Matthews as an acoustic duo, in addition to performing as a member of Dave Matthews & Friends.",eng,train
"El matrimonio infantil, en particular los de menores de 12 años, no prepara ni proporciona al individuo mucha oportunidad de hacer una elección informada y libre sobre el matrimonio. Estos matrimonios infantiles son de forma implícita matrimonios arreglados.[48]​ En las zonas rurales del África subsahariana, Asia meridional y América Latina, la pobreza y la falta de opciones, tales como ser capaz de asistir a la escuela dejan pocas alternativas a los niños aparte de matrimonios arreglados.[41]​",spa,train
"""Dream Warriors"" is a song written by Dokken members George Lynch & Jeff Pilson for the movie A Nightmare on Elm Street 3: Dream Warriors. The song was released as a single in 1987, charting at number 22 on the Hot Mainstream Rock Tracks chart, and was also released on Dokken's fourth album, Back for the Attack.",eng,test
"La región cafetera de Caldas, Risaralda, Quindío y el Valle del Cauca, fue incluida en la lista del Patrimonio mundial como Paisaje cultural cafetero en el 2011 por el comité de Patrimonio de la Humanidad de la UNESCO, convirtiéndose en un lugar de interés cultural y natural.",spa,train
"The shootout was couched in the movie as a heavily armed firefight that took place at medium range. The historical event itself lasted only about 30 seconds, and was fought at close range with only a few firearms.",eng,train
"Fontaine, avenue Charles-de-Gaulle, à proximité de l'église : Aménagée en 1987, elle s'appuie sur un mur de moellons d'une quinzaine de mètres de longueur et représente la gourde et les coquilles, symbolisant les pèlerins de Saint-Jacques-de-Compostelle. Néanmoins, le village ne figure sur aucun itinéraire connu de ce pèlerinage.",fra,test
"2014 : La Parade du Président Salengro à Toulouse pour célébrer l'annexion de l'Occitanie à Groland, Carnets filmés de Gérard Courant - un participant de la parade.",fra,test
"La gens Atia (en latín, gens Attia) fue una familia plebeya en la Antigua Roma que podría ser idéntica a la gens Acia (a veces deletreados también con una doble t). La gens es conocida principalmente por dos individuos del mismo nombre: Publio Atio Atimeto, un médico de Augusto, y otro médico que probablemente vivió más tarde, durante el siglo I, y puede haber sido hijo del primero.[1]​",spa,test
"Estudio leyes, y asistió a las Universidades de Wiesbaden, de Jena, y de Bonn, ganando allí una beca en filología. Regresó a Fráncfort y fue maestro en el Instituto Bunsen, en 1827. Allí se convirtió en activista en el movimiento político para la reforma del gobierno alemán. En 1834 Lindheimer, cuyas afiliaciones políticas lo habían separado de su familia y lo colocó en situación de riesgo, emigró a los Estados Unidos como refugiado político; uniéndose a una comunidad de compatriotas expatriados alemanes en Belleville, Illinois, muchos de los cuales eran antiguos colegas del Instituto Bunsen. En el otoño de 1834 viajó a Veracruz, México, y se unió a otro asentamiento alemán en la hacienda de Carlos Sartorius, Mirador, cerca de Jalapa, Veracruz. Durante su estancia de dieciséis meses allí, Lindheimer recogió plantas e insectos. En 1836, por los informes de la Revolución de Texas, viajó a Nueva Orleans y se unió a la compañía Jerome Bonaparte Robinson de Kentucky. Una vez en Texas, Lindheimer se alistó en el ejército y sirvió bajo el mando de John Coffee Hays hasta 1837.",spa,test
"Le premier directeur de l'Institut (1999-2002) est le récipiendaire du Prix Nobel de physiologie ou médecine de 1976, Baruch Samuel Blumberg.",fra,train
"Marty despierta en la sala de luchadores, pero él, se llevaría una gran sorpresa al mirarse en el espejo, ya que aún trae la armadura puesta, incluso en su rostro. El piensa que se trataría de una broma, tratando de quitársela.",spa,test
"Hasta fines del siglo XX, en cambio, existía una balsa, que trasladaba vehículos a través del lago, que continuaban el camino hacia Chile, ya que no existía otra forma de llegar hasta el paso trasandino ubicado en esa zona. En el corto trayecto que se recorre para llegar hasta el límite con Chile, la ruta pasa junto a los Baños del Epulafquen, el río Oconi y el lago Carilafquén.",spa,train
"In Brazil, there is an expression called ""pego(a) com a boca na botija"" (caught with his/her mouth on the milk jug), with similar meaning as ""caught with his hand in the cookie jar"".",eng,test
"The modern church of Notre-Dame du Val, built in 1997 by the architectural office Gonot-Marcenat. Fully made with modern components, the dome is in natural copper. The location is at 33, boulevard Thibaud-de-Champagne.",eng,test
"Elissonde comenzó su carrera amateur en 2009 y pasó por varios equipos de formación franceses, hasta que a finales de 2011 fue captado por Marc Madiot que lo fichó de inmediato para la FDJ equipo en el que ha corrido durante de momento toda su carrera profesional.",spa,test
"El club comenzó a jugar en las ligas regionales. Sus progresos los tuvo en la Liga ateniense en 1921, la Liga del Istmo en 1964, y la Conferencia en 1986 y en la temporada 1999-2000",spa,train
"In 2011, the Bill & Melinda Gates Foundation commissioned Watt to produce a site-specific artwork for their Seattle campus. The work, entitled Blanket Stories: Matriarch, Guardian and Seven Generations, is a 14-foot column of wool blankets from all over the world and is located in the building's lobby. Describing how the materials fit this specific location, Watt wrote, ""It's the first column I've made with the explicit goal of collecting and integrating blankets from around the world, echoing the Foundation's global mission; the column will be constructed of reclaimed blankets and reclaimed cedar, in resonance with the campus' goal of attaining LEED Gold certification.""",eng,test
"La commune possède également un office de tourisme, Roissy clé de France, participant à la promotion touristique du village et du département du Val-d'Oise.",fra,train
"EuropaCorp has international rights to the film, which will be released through EuropaCorp's new distribution company RED (Relativity EuropaCorp Distribution). STXfilms will distribute it in the United States.",eng,test
"The event was the second professional Mixed Martial Arts fight night to take place in Bahrain, after Desert Force 11 in March 7, 2014, but the first one involving a Bahrain-based promotion. The card was officially announced in the promotion's launching press conference, on July 27, 2016.",eng,test
"Se ha especulado mucho sobre la pérdida de varios de los integrantes de ¡¡Cachún Cachún Ra Ra!!, con una supuesta maldición, pero, estos trágicos decesos son cosas del destino, cosas que pasan, de tiempos, de situaciones, pero en realidad no hay nada de maldición.[4]​",spa,train
"L’année 1973 voit le lancement du Microsplit 820, le premier instrument de chronométrage électronique de poche précis au 1/100e de seconde. En 1975, Heuer lance le Chronosplit, le premier chronographe numérique de poignet avec double affichage LCD/LED[réf. nécessaire]. Le LCD, en haut, indique l’heure, et la LED indique le temps chronométré avec une précision au 1/10e de seconde. Enzo Ferrari commande personnellement quinze de ces modèles spéciaux pour Ferrari. D’autres clients célèbres suivent, comme Paul Newman. Deux années se sont à peine écoulées, et voilà que l’entreprise présente le premier chronographe muni d’un double affichage numérique analogique : le Chronosplit Manhattan GMT, prédécesseur du chronographe Kirium Formula 1[réf. nécessaire].",fra,test
"Mañeru es un municipio español de la Comunidad Foral de Navarra, situado en la merindad de Estella, en la comarca de Estella Oriental, el Valdizarbe y a 12,89 km de la capital de la comunidad, Pamplona. Su población en 2017 fue de 422 habitantes (INE).",spa,train
"Les pratiques de discrimination - qui portent atteinte à l'égalité des chances - doivent être également repoussées. En France, toute personne s'estimant victime d'une discrimination peut porter plainte au civil (conseil des prud'hommes) et / ou au pénal (procureur de la république, commissariat de police, gendarmerie).",fra,test
"une phase de qualification, regroupant les clubs en poules, en général géographiques ; il y eut certaines années une deuxième phase de poules intégrant les meilleurs de la première phase",fra,test
"Back at Fox, Coburn made a second Flint film, In Like Flint (1967), which was popular but Coburn did not wish to make any more. He went over to Paramount to make a Western comedy, Waterhole No. 3 (1967), and the political satire The President's Analyst (1967). Neither film performed particularly well at the box office but over the years The President's Analyst has become a cult film. In 1967 Coburn was voted the twelfth biggest star in Hollywood.",eng,test
"Chile también está ansioso por establecer nuevos mercados de exportación en Rusia por su creciente producción de arándanos. Ha expuesto al último espectáculo de IFE en Moscú por primera vez. En 2007-2008 Rusia sobrepasó a España, convirtiéndose en el tercer mayor mercado de exportación de frutas de Chile, con exportaciones globales al país (principalmente manzanas y uvas de mesa) creciendo en un 59 por ciento, de 64.554 a 102.321 toneladas.[16]​",spa,test
"The girls' track and field team won the New Jersey Group IV indoor relay state championship in 1982, 1983, 1984, 1994, 1996, 1997, 1998, 2004, 2013 and 2014; the 10 state titles are ties for the most won by any girls track program. The boys' track team placed 5th at the Nike Indoor Nationals in the 4x400 meter relay in 2009, making it the best in history for Columbia boys and breaking a school record. In the 2010 outdoor season, both the girls' and boys' teams went to the New Balance Outdoor Nationals, where the girls' team won, making them #1 in the country, and the boys placed 6th.",eng,test
"Industria: una ferrería que solo trabaja en tiempo de invierno, en cuya estación se fabrican 1.000 quintales de fierro con 2 molinos harineros.",spa,train
"Après la naissance de son premier enfant, elle se sentit confortée dans son identité juive, entra dans la communauté juive de Berlin-Est et se maria en 1981 selon les rites juifs. En 1984 elle quitta la R.D.A. Dans son livre Roman von einem Kinde (le roman d'un enfant), elle parle d'un « triple saut de la mort sans filet : de l'est à l'ouest, d'Allemagne en France, et de l'assimilation au cœur du judaïsme de la Thora ». Depuis lors elle vit à Strasbourg avec son mari, Peter Honigmann, directeur des archives centrales de Heidelberg consacrées à la recherche sur l'histoire des Juifs en Allemagne. Elle a deux enfants, Johannes Honigmann (né en 1976) et Ruben Honigmann (né en 1983).",fra,test
"Castle's Tematic division was dramatically closed in September 2005. As of December 2005, RISCOS Ltd are still trading under the name RISCOS Ltd.",eng,test
"Après le début de la Révolution, il prend le commandement d'une compagnie de la Garde nationale en 1789, puis administrateur du dixième arrondissement de Paris en 1790.",fra,test
"Brandi es copropietaria y directora financiera[7]​ de No Rivals Media, una compañía multimedia de entretenimiento para adultos. Continúa siendo la principal personalidad de su sitio web para adultos y ha creado parentsinadult.com, la única asociación filántropa dedicada a los padres trabajadores de la Industria del sexo.",spa,train
"Kemperi (Georgian: ქემფერი) is a village in Khashuri Municipality of Shida Kartli region in Georgia. The village is located 11.5 km (7.1 mi) from Khashuri and 6.5 km (4.0 mi) from Surami, 800 m (2,625 ft) above sea level. According to the 2002 census it had a population of 470.",eng,test
La WB Network comenzó a transmitir la serie en formato Letterbox desde este episodio.[1]​ El diseñador de producción Start Blatt comento que el templo de Sri Lanka fue uno de los set más divertidos que construyeron ese año.[2]​,spa,test
"Les Ordons (995 m) is a mountain of the Jura, located north-east of the Col des Rangiers in the canton of Jura. It houses the Les Ordons Transmission Tower.",eng,test
"La Chapelle-d'Abondance relève de l'arrondissement de Thonon-les-Bains et de la cinquième circonscription de la Haute-Savoie, dont le député est Marc Francina (UMP) depuis les élections de 2012.",fra,train
"La ciudad de San Cristóbal es sede del Hospital General Docente ""Comandante Pinares"". Con más de 400 camas, este moderno Hospital brinda servicios a todo el oeste de la Provincia de Artemisa.",spa,test
"En 1931 la Orquesta Sinfónica del Sodre (OSSODRE) de Uruguay lo contrató como viola solista y luego como director de orquesta. En 1941 se casó con la pianista uruguaya Sarah Bourdillon. A partir de 1942 dirigió como invitado orquestas argentinas y brasileñas, entre ellas la Orquesta de la Radio Nacional de Río de Janeiro, la de Buenos Aires y la sinfónica de la Universidad de Cuyo. Fundó la orquesta de cámara de la Asociación Uruguaya de Cultura Artística y la dirigió. Realizó giras por Europa difundiendo la obra de autores uruguayos.[2]​[3]​",spa,train
"In the 2011 ""Ranking America's High Schools"" issue by The Washington Post, the school was ranked 43rd in New Jersey and 1,358th nationwide. In Newsweek's May 22, 2007 issue, ranking the country's top high schools, Columbia High School was listed in 1192nd place, the 39th-highest ranked school in New Jersey.",eng,train
"Carvajal was born in Leganés, a suburb of Madrid. He joined Real Madrid's youth system as a 10-year-old, and continued climbing through the ranks until reaching Real Madrid Castilla in 2010.",eng,train
"Après la Première Guerre mondiale, l'agriculture française manque de bras. Roissy-en-France, village agricole, n'échappera pas à la règle. À partir de 1922 et pratiquement pendant dix ans, une main d'œuvre polonaise vient s'installer et combler cette lacune.",fra,test
"Holly – more specifically the European holly, Ilex aquifolium – is commonly referenced at Christmas time, and is often referred to by the name Christ's thorn. In many Western Christian cultures, holly is a traditional Christmas decoration, used especially in wreaths and illustrations, for instance on Christmas cards. Since medieval times the plant has carried a Christian symbolism, as expressed in the well-known Christian Christmas carol ""The Holly and the Ivy"", in which the holly represents Jesus and the ivy represents the Virgin Mary. Angie Mostellar discusses the Christian use of holly at Christmas, stating that:",eng,train
"(2215) Sichuan es un asteroide perteneciente al cinturón de asteroides, descubierto el 12 de noviembre de 1964 por el equipo del Observatorio de la Montaña Púrpura desde el Observatorio de la Montaña Púrpura, Nankín, (China).",spa,train
"Comme les autres années, les candidats qui veulent participer doivent se présenter au théâtre de Champs-Fleuri, et doivent attendre dans une longue file d'attente comme celle que l'on pourvait voir dans la Nouvelle Star Après s'être qualifiés, chaque candidat sera nommé dans un groupe de cinq, ce même groupe qui s'affrontera et le jury en choisira deux qui accéderont aux émissions en direct. Chaque émission est diffusé en direct le vendredi à 20h00 sur Antenne Réunion, le jury vote et juge chaque prestation. Les deux candidats ayant eu les plus mauvaises notes sont soumis au vote des téléspectateurs qui devront en sauver un. Le résultat du vote est connu dans l'after de l'émission.",fra,train
"Hearst was born in San Francisco, California, the third of five daughters of Randolph Apperson Hearst and Catherine Wood Campbell. She grew up primarily in Hillsborough. She attended Crystal Springs School for Girls in Hillsborough and the Santa Catalina School in Monterey. Patty attended Menlo College in Atherton, California prior to transferring as a junior to the University of California, Berkeley. Despite her wealthy grandfather, Patty Hearst's father was only one of a number of heirs, and did not have control of the Hearst interests. Her parents did not consider it necessary to take any measures for her personal security. At the time of her abduction, she was a sophomore at the University of California, Berkeley, studying art history, and living with her fiancé, Steven Weed.",eng,test
"The Estonian cricket team represents the nation of Estonia in international cricket competitions. Granted affiliate status in June 2008, Estonian cricket relies upon the support of touring sides from Britain and other European nations to get matches to play. In the 2007 season they won over 80% of all their games and in 2008 they won 94% of their games (34 out of 36).",eng,test
"Gibril Haddad was born in 1960 in Beirut, Lebanon to a middle-class Lebanese Catholic family. He has described his extended family as a mix of Orthodox and Roman/Maronite Catholics. He was raised in a mixed neighborhood and attended a Jesuit school that his father and grandfather had attended before him. In 1977, his father died during the Lebanese Civil War and his family was forced to flee Lebanon for the United Kingdom where Haddad completed high school. Later his family moved to the United States where Haddad attended Columbia College in New York City and graduated with a Bachelor of Arts degree. He then returned to Lebanon and got a job at his old school. Two years later, he left Lebanon again and enrolled in a French literature graduate program at Columbia University, New York. Haddad states he spent most of his time after classes at the local church or library and occasionally visited his mother.",eng,test
"La saison suivante sera synonyme de plus grand succès, couronnée par une formidable aventure en Ligue des champions, où Laurent brille notamment lors du fameux match contre Rosenborg BK (7-2) où il est à l'origine de 6 des 7 buts de la rencontre. L'équipe de France de football lui tend de nouveau les bras et il en profite pour inscrire son 1er but sous le maillot tricolore face à la Turquie en novembre 2000, le dernier but du siècle.",fra,train
"Una vez que la pelea termina, sorpresivamente, los chicos son noqueados por una nube de gas naranja, que los adormecería. Antes de caer, Marty divisa a lo lejos, unos robots.",spa,train
"Le 5 octobre 1873, Honoré épouse Eliza Walker (1854–1934) à l’église méthodiste Saint-Paul de Fall River. Employée dans une filature, elle vient d’un milieu modeste, son père étant gardien de nuit et l’un de ses frères travaillant comme ouvrier dans une manufacture. Le couple aura plus tard une fille, Estelle (1881–1918).",fra,train
"Poco después de la victoria continental, Keith Blunt pasó a administrar a Malmo y Barrie Williams se hizo cargo. Guió a Sutton a Wembley en el 1981 para disputar la final de la FA Trophy , pero el equipo perdió a Bishop Stortford. Esta iba a ser la última aparición del club en Wembley, un lugar que vio poco éxito para ellos. Durante el reinado de Williams el club terminó subcampeón en la Anglo-Italian Cup dos veces más , en 1980 y 1982. El club también fue subcampeón en la Liga 1981-82 del Istmo y en 1983 ganó el triple de la mayor Surrey, Senior Londres y Copas Hitachi. El Surrey Senior Cup la victoria de esta copa fue la primera de las seis de tantos años, un récord que se mantiene intacto, a partir de mayo del 2011.",spa,test
"En ciertas zonas de España, como Madrid, es frecuente el leísmo de persona, que consiste en sustituir la forma del pronombre de tercera persona para el complemento directo lo o la por la forma del pronombre de tercera persona para el complemento directo le, al contrario que lo que es habitual en Hispanoamérica. En parte de España, pues, es corriente oír «Pedro le mató» o «Pedro lo mató» indistintamente, donde le o lo funcionan como complementos directos. La Real Academia Española admite esta construcción.",spa,train
"Puerto Rico estuvo representado en los Juegos Olímpicos de Roma 1960 por un total de 27 deportistas, 26 hombres y una mujer, que compitieron en 6 deportes.[1]​",spa,test
"Par la suite, les résultats de l'équipe parisienne se détériorent, tout comme les relations entre Robert et le nouvel entraineur du PSG, Luis Fernandez. Robert quitte la capitale pour rejoindre Newcastle United à l'été 2001 pour la somme de 15M€. Entre temps, il dispute avec les Bleus en juin 2001 la Coupe des confédérations en Asie. Il s'agit à ce jour de ses dernières apparitions sous le maillot tricolore.",fra,test
"S'ensuivra le rassemblement de tout ce qui reste d'Israël parmi les nations, portées par les rois de ces nations jusqu'à Jérusalem, où le messie fils de David et Elie ressusciteront le messie fils de Joseph dont le corps avait été amené par les anges dans les portes de Jérusalem.",fra,train
"Demotic self-reliance is meant in terms of radical decentralisation and collective self-sufficiency, in the sense of relying on the demos' resources rather than in the sense of autarky.",eng,train
"En 1945, elle est membre fondateur du PEN club Libanais. En 1946, elle préside la délégation libanaise au Congrès international des Ligues féminines, à Haïderabad en Inde, et publie l’année suivante dans les Cahiers de l’Est Mission aux Indes, son journal du congrès.",fra,test
"Desde 1729 hasta 1813 se denominó Villa de la Real Isla de León. Por eso, el juramento de las Cortes del año 1810 se denomina de las Cortes de La Real Isla de León. La denominación de Isla de León es anterior a 1729. Ese es el motivo de que no pueda asociarse el término Isla de León a las Cortes de 1810, sino las Cortes de la Real Isla de León de 1810, ya que así se denominaba esta ciudad cuando sucedieron los acontecimientos de 1810.",spa,train
"The Board of Education initially responded by constructing a sizable addition to the old Columbia School in 1910, which building still housed primary school children as well as high school students. Seth Boyden School and the old Fielding School were erected in 1913 and 1914, respectively. By the fall of 1922 Marshall School was completed. First Street School followed the next spring, and Jefferson School opened in January 1924. Later that year the junior high schools were organized, and both the Tuscan and Montrose buildings were finished.",eng,train
"La temporada 1977 fue la 5º edición del Campeonato Mundial de Rally. Comenzó el 22 de enero en el Rally de Montecarlo y terminó el 4 de noviembre en el Rally de Gran Bretaña. Fue puntuable, al igual que en años anteriores para los constructores y se introdujo por primera vez la Copa FIA para pilotos (FIA Cup for Rally Drivers) que sería la predecesora del campeonato de pilotos.",spa,train
"Haddad is a staunch defender of the traditional Islamic schools of law and an opponent of Salafism-Wahhabism. He has published a complete translation of Qadi Ibn Jahbal al-Dimashqi's refutation of Ibn Taymiyya's Al-`Aqidat al-Hamawiyat al-Kubra (""The creed of the great people of Hama"") as well as a primer on contemporary Salafism titled Albani and his Friends. He has criticized the Islamic Circle of North America (ICNA), the Islamic Society of North America (ISNA), and the World Assembly of Muslim Youth for promoting Salafism. He has also written a critique of Deobandi scholar Mufti Taqi Usmani's fatwa against the celebration of Muhammad's birthday (Mawlid).",eng,test
"First elected to Halifax City Council in 1994, he was re-elected in 1996 with the formation of the Halifax Regional Municipality. Epstein sat as the Councillor for District 14 (Connaught-Quinpool), representing the city's West End. On March 24, 1998, Epstein was elected to the Nova Scotia House of Assembly for the New Democratic Party representing the provincial riding of Halifax Chebucto. He was re-elected in the 1999, 2003, 2006, and 2009 general elections.",eng,train
"Comenzó el año sin estar en su mejor momento. En la primavera participó en las Clásicas de las Ardenas: Flecha Valona y Lieja-Bastoña-Lieja. En junio, se llevó el cuarto lugar en la Ruta del Sur, y luego en agosto ganó su primera victoria como profesional, al ganar una etapa de la París-Corrèze. A finales de año, describe su primera temporada como profesional como ""buena"".",spa,test
The disc tumbler lock or Abloy lock is composed of slotted rotating detainer discs. They are considered very secure and almost impossible to pick.,eng,test
"Sous la IVe République, Michel Debré adhère tout d'abord à l'Union démocratique et socialiste de la Résistance (UDSR), puis au Parti radical-socialiste sur les conseils du général de Gaulle (« Allez au Parti radical, Debré. Vous y trouverez les derniers vestiges du sens de l'État »). Battu aux élections législatives de 1946 en Indre-et-Loire, il rejoint ensuite le Rassemblement du peuple français (RPF). Sénateur d'Indre-et-Loire de 1948 à 1958, il dénonce à la Haute assemblée les méfaits du système politique instauré par la Constitution du 27 octobre 1946. Il s'oppose également à la Communauté européenne de défense (CED), accusant le gouvernement de trahison.",fra,test
"In 1956 (tied with Cranford High School), 1982 and again in 1990 (tied with Cherry Hill High School East), the school's chess team was the New Jersey high school team champion, winning the Father Casimir J. Finley Trophy.",eng,train
"Aux huit clubs qualifiés à la suite du deuxième tour se joignent les clubs professionnels éliminés en huitièmes de finale de la Coupe de France : Cherbourg, Nancy, Reims, Sochaux, Strasbourg et Toulon.",fra,test
"1st place in General Excellence, Freedom of Information, Best Website, Editorial Cartoon, Writing in 2008, California Newspaper Publishers Association",eng,test
"Some musical critics have regarded a number of Lee's projects as ""challenging and experimental""; projects ""pushing musical and performance boundaries"". In April 2012, her musical saw playing came to the attention of Eric Clapton, resulting in a request to record her at British Grove Studios. Lee has performed in countries and venues in both the Northern and Southern hemisphere including some unorthodox and unconventional locations including Japanese temples, circus tents, waterfalls – and even special concerts for babies.",eng,test
"L'essayiste Bernard-Henri Lévy fut entarté une première fois par Noël Godin le 11 novembre 1985. Lévy se trouve à la station RTBF de Liège où il doit faire une apparition à l'émission Écran Témoin. Noël Godin et quatre complices pensent entarter Lévy à sa sortie de la station mais il fait nuit et ils réalisent qu'il n'y aura pas assez de lumière pour filmer l'événement ; ils décident donc d'attendre Lévy à l'intérieur. Cela rend l'opération plus difficile car Noël Godin est habillé en Georges Le Gloupier ; il attire beaucoup l'attention. Ce dernier attend depuis vingt minutes lorsque Lévy apparaît ; lorsqu'il est à portée de tir, Godin lui envoie sa tarte à la figure. Lévy réplique en lui envoyant un uppercut qui jette Godin par terre, puis lui dit : « Lève-toi ou je t'écrase la gueule à coups de talon ». Le vidéoclip de l'entartage sera diffusé massivement, entre autres par Coluche et Pierre Desproges ; il contribua à ternir la réputation de l'essayiste.[réf. nécessaire]. Le chanteur Renaud fait d'ailleurs référence aux multiples entartages de Bernard-Henri Lévy qu'il présente comme un « Jean-Paul Sartre dévalué » dans sa chanson L'Entarté extraite de l'album Boucan d'enfer (2002).",fra,train
(it) Cet article est partiellement ou en totalité issu de l’article de Wikipédia en italien intitulé « Museo Faina » (voir la liste des auteurs).,fra,test
"Evariste Gherardi, successeur de Dominique Biancolelli dans le rôle d'Arlequin dit : « Qui dit bon comédien italien dit un homme qui a du fond, qui joue plus d'imagination que de mémoire, qui compose en jouant tout ce qu'il dit, qui sait seconder celui avec qui il se trouve sur le théâtre, c'est-à-dire qui marie si bien ses actions et ses paroles à celles de son camarade, qu'il sait entrer sur le champ dans tout le jeu et dans tous les mouvements que l'autre lui demande. ».",fra,train
"Gymnotus es un género de peces de agua dulce de la familia Gymnotidae en el orden Gymnotiformes. Se distribuye en aguas cálidas y templado-cálidas de América Central y gran parte de América del Sur, entre otras, en las cuencas del Orinoco, del Amazonas y del Plata, llegando por el sur hasta el Río de la Plata superior, en el centro-este de la Argentina y Uruguay.",spa,test
"During her stint on the Thunderbolts team, her powers have grown. She is now fast enough to match the Speed Demon in hand-to-hand, and is described as being 'the living embodiment of action'. After turning on her teammates, she was subdued and was last seen in prison.",eng,train
"Iglesia católica de San Martín y San Caprasio, dependiente de la parroquia de Baranda de Montija en el Arcipestrazgo de Merindades de Castilla la Vieja, diócesis de Burgos.[1]​",spa,test
"El sargento de las tropas de tierra del CDF, a las órdenes de Magnum. Es un robot humanoide con una armadura marrón camuflaje y dos característicos trazos rojos en las mejillas, experto en armas de fuego. Se encarga de operaciones varias, como atrapar a Jack Acero, o dirigir a las tropas en campo abierto.",spa,test
"Al poco tiempo, se enteran de que el Puño Robot que Marty tiene en sus manos, es en realidad el legendario Puño de Eón, por lo cual se comienza a divulgar la noticia de una recompensa por la cabeza de los muchachos. Los chicos comenzaron a enterarse de esto tras ser capturados por Orange Mama, y así Marty fue obligado a combatir en el campeonato de lucha libre del Valle Naranja. Durante su primer combate, e involuntariamente, un escudo robot salió del puño y cubrió a Marty, protegiéndolo y aumentando sus capacidades para la pelea. Desde ese momento, Marty es bautizado como Iron Kid, 'el chico de hierro'.",spa,test
"Il demeurera propriétaire de La Patrie jusqu’en 1897, alors qu'il est acheté par Israël Tarte, ministre dans le gouvernement libéral de Wilfrid Laurier.",fra,test
"Locksmithing is a traditional trade, and in most countries requires completion of an apprenticeship. The level of formal education required varies from country to country, from a simple training certificate awarded by an employer, to a full diploma from an engineering college. Locksmiths may be commercial (working out of a storefront), mobile (working out of a vehicle), institutional, or investigational (forensic locksmiths). They may specialize in one aspect of the skill, such as an automotive lock specialist, a master key system specialist or a safe technician. Many also act as security consultants, but not all security consultants have the skills and knowledge of a locksmith.",eng,test
"In 2007, Shealy represented SC Rep. Henry Brown, Jr. in his 1st District Race and SC State Senator Dick Elliot in his Senate Campaign for the 2008 elections.",eng,test
"Todos los años, en primavera, se realiza un festival que dura una semana denominado la Semana 69 del estudiante. En la ciudad de Poitiers se organiza el famoso Bitardbourg. Se destiva por beberse toda la semana aperitivos, mientras hay actividades y fiesta a lo largo de todo el día.",spa,train
"La Agricultura en Caldas ocupa un segundo lugar en su economía, este sector representado en su mayoría por el cultivo de café, convirtiendo a Caldas en el segundo productor a nivel nacional con el (15%), después de Antioquia, su principal procesadora de grano a nivel departamental se encuentra en Chinchiná; además del cafe se cultivan otros productos como el plátano, la macadamia, feijoa, la caña de azúcar, soya, limon, granadilla, aguacate, remolacha, pepino cohombro, caña panelera, habichuela y zanahoria, entre otros.",spa,train
"La commune est sectorisée sur le collège François-Mauriac, rue de Paris à Louvres, situé à 4 kilomètres au nord-ouest et le lycée général Léonard-de-Vinci à Saint-Witz, situé à 12 kilomètres au nord, reliés au village respectivement par les lignes de bus scolaires R111 et R113.",fra,test
"La historia Selección de baloncesto de Yugoslavia, con el trasfondo histórico de la ruptura de la República Federal Socialista de Yugoslavia en los 90 y la amistad de hermanos desarrollada por los yugoslavos Vlade Divac (de Serbia) y Dražen Petrović (de Croacia) ambos estrellas consagradas en su país se puede ver en el documental: Una vez hermanos.",spa,train
"En las dos siguientes campañas, las últimas de Divac en los Kings, el equipo cayó consecutivamente en las semifinales de la Conferencia Oeste contra los Dallas Mavericks primero y contra los Minnesota Timberwolves después, y en ambas ocasiones nuevamente por 4-3.",spa,train
